tweet_id,created_at,full_text,lang,is_quote,possibly_sensitive,retweet_count,favorite_count,reply_count,quote_count,view_count,user_id,user_name,screen_name,user_desc,user_location,user_verified,is_blue_verified,followers_count,following_count,total_tweets_by_user,hashtags,urls,place
2001628639356711363,Thu Dec 18 12:20:30 +0000 2025,"திருப்பூர் மாவட்டம் இடுவாய் கிராமத்தில், பொதுமக்கள் விருப்பத்திற்கு எதிராக குப்பைக்கிடங்கு அமைக்கும் பணியை நிறுத்தக் கோரி, பொதுமக்களோடு இணைந்து ஆர்ப்பாட்டம் நடத்த, திமுக அரசு அனுமதி மறுத்ததோடு மட்டுமல்லாமல், @BJP4Tamilnadu திருப்பூர் வடக்கு மாவட்டத் தலைவர் திரு @Kcmb_srinivasan மற்றும் நான் உட்பட பாஜக தொண்டர்களைக் கைது செய்திருக்கிறது காவல்துறை.

நாட்டிலேயே, தூய்மையான பெருநகரங்களில், சென்னை, மதுரை, கோவை மற்றும் சிறு நகரங்களில் ஈரோடு, திருப்பூர் உள்ளிட்டவை கடைசி இடங்களில் இருக்கின்றன. கமிஷன் வாங்குவதற்காக மட்டுமே, திருப்பூர் மாநகரத்தையே குப்பைக்கிடங்காக்கி வைத்திருக்கிறது திருப்பூர் மாநகராட்சி. திருப்பூர் மாநகர திமுக மேயர், இதற்காக மட்டுமே பதவியில் இருக்கிறார். 

பொதுமக்கள் எத்தனை போராட்டம் நடத்தினாலும், திருப்பூருக்கான நிரந்தரத் தீர்வு, தேர்தலில் மக்கள் அளிக்கப் போகும் வாக்குகள்தான். வரும் தேர்தலில், இந்த மக்கள் விரோத திமுக அரசை வீட்டுக்கு அனுப்ப வேண்டும்.

ஜனநாயக முறைப்படி, இடுவாய் கிராம பொதுமக்கள் பிரச்சினைக்காகக் குரல் கொடுக்க அனுமதி தர மறுத்து, எங்களைக் கைது செய்து அடக்குமுறையைக் கையாளும் திமுக அரசும், காவல்துறையும், நாளை முதல் வேறு வேறு வடிவங்களில் பொதுமக்களின் போராட்டத்தைச் சந்திப்பார்கள் என்பதைக் கூறிக் கொள்கிறேன். 

திமுக அரசின் ஒடுக்குமுறைக்கும் கைது நடவடிக்கைகளுக்கும் என்றும் அஞ்சோம். இடுவாய் மக்களின் குரலாக எங்கள் குரல் என்றும் ஒலிக்கும். (1/2)",ta,False,False,331,702,22,3,5588,61121030,K.Annamalai,annamalai_k,அறம் செய்ய விரும்பு. BJP Karyakartha.,India,False,True,1007659,883,18062,[],[],N/A
2001562955176120490,Thu Dec 18 07:59:30 +0000 2025,Thank you Erode 🙏🏻 https://t.co/897ADrZtA4,en,False,False,20139,60378,2188,1051,832866,1156338067,Vijay,actorvijay,Official Page handled by Office of Actor Vijay,,False,True,5519898,1,433,[],[],N/A
2001507639835132078,Thu Dec 18 04:19:42 +0000 2025,"நடிகனுக்கு ஜால்ரா அடித்து வாங்கும் பதவி என் மயிருக்கு சமம்...
@annamalai_k
 தர்மம் காக்க...
 அதர்மம் அழிக்க...
@hindumunnani_tn @elangovan_HM @BJP4TamilNadu @amarprasadreddy https://t.co/nWT9jpTFFO",ta,False,False,286,1248,58,9,10958,1166196738,Kanal V Kannan,kannan_kanal,"Action Director, Actor & State President-Art and Literature Division , Hindu Munnani, Tamilnadu.","Chennai, India",False,True,35077,244,1852,[],[],N/A
2001464934690099643,Thu Dec 18 01:30:00 +0000 2025,"Hon'ble PM Thiru. @NarendraModi, Tamil Nadu is the backbone of India’s export economy. Punitive US tariffs are hitting this bedrock hard, disrupting production, orders and livelihoods across our industrial regions.

Urging immediate bilateral resolution to protect Tamil Nadu’s exporters and India’s global manufacturing strength.",en,False,False,2198,3083,327,260,71916,2163039523,M.K.Stalin - தமிழ்நாட்டை தலைகுனிய விடமாட்டேன்,mkstalin,Chief Minister of Tamil Nadu | President of the DMK | Belongs to the Dravidian stock,,False,True,4000735,91,11099,[],[],N/A
2001547505054761159,Thu Dec 18 06:58:06 +0000 2025,"நாம் தமிழர் பிள்ளைகள் சேலம் மாவட்டம் தரமான சம்பவம் 💥💥
 இது தற்குறி கூட்டம் அல்ல இது தத்துவ கூட்டம் https://t.co/6OuUXMn24Z",ta,False,False,415,1074,13,7,7179,1105332988223471616,ஆறுமுகம்,murugan86489868,private,chennai ,False,True,1993,2016,12502,[],[],N/A
2001617217671327792,Thu Dec 18 11:35:07 +0000 2025,"என் நெஞ்சில் குடியிருக்கும் உங்கள் அனைவருக்கும் என் அன்பான வணக்கம்.

எப்போதும், என் வாழ்வின் ஒவ்வொரு நிலையிலும் நீங்கள் உடன் வருகிறீர்கள். நீங்கள் காட்டும் எல்லையில்லா அன்பினாலும் ஆதரவினாலும் பெரும் உத்வேகம் அடைந்து வருகிறேன். இந்த உத்வேகமே எனக்கு எப்போதும் மிகப் பெரிய உந்துசக்தியாக இருக்கிறது. எத்தனை அரசியல் கட்சிகள், எத்தனை ஆண்டுக்காலம் நம்மை ஆண்டாலும், வறுமையின் பிடியில் சிக்கியுள்ள என் அன்புக்கு உரியவர்களாகிய உங்களுக்கு ஒரு விடிவு காலம் கண்டிப்பாக வரவேண்டும். ஏக்கத்திலேயே, கனவுகளிலேயே காலங்கள் கடந்து போய்விடக் கூடாது. எனவே தான், வளர்த்து ஆளாக்கிய உங்களோடு இணைந்து உங்களுக்காக உழைக்கவே நாம் நம் அரசியல் பயணத்தைத் தொடங்கினோம்.

அந்தப் பயணத்தில், உங்களைச் சந்திப்பதற்கு நாம் புறப்பட்டதில் இருந்தே எவ்வளவோ தடைகள் தொடர்ந்து நமக்கு வந்தவண்ணம் இருந்தன. அவற்றில் உங்களுக்குத் தெரிந்தவை பல. உங்களுக்குத் தெரியாதவை பல. ஆனால், அவற்றையெல்லாம் உங்களின் பேராதரவு மற்றும் தூய அன்பின் துணையோடு முறியடித்து வெற்றி அடைந்து வருகிறோம். உங்களுடனான சந்திப்பைத் தொடர்ந்து நிகழ்த்தி வருகிறோம்.

அந்த வகையில் இன்று மஞ்சள் மாநகரான ஈரோட்டில் நடைபெற்ற நமது சந்திப்பானது, வாழ்நாளில் இதுவரை இல்லாத வகையில் மிகுந்த மகிழ்ச்சியையும் நெகிழ்ச்சியையும் ஏற்படுத்தியது. இந்தச் சந்திப்பில், அளப்பரிய அன்பும் ஆதரவும் அளித்த, என் நெஞ்சில் குடியிருக்கும் உங்கள் அனைவருக்கும் எவ்வளவு நன்றி சொன்னாலும் போதாது.

இந்த நெகிழ்ச்சிமிகு சந்திப்பை, மிகப் பிரம்மாண்டமாகவும் மிகுந்த பாதுகாப்புடனும் மெச்சத் தகுந்த வகையிலும் ஏற்பாடு செய்திருந்த நம் கழகத்தின் நிர்வாகக் குழு ஒருங்கிணைப்பாளர் அண்ணன் திரு. கே.ஏ.செங்கோட்டையன் அவர்களுக்கும், அவருக்கு உறுதுணையாக இருந்த நம் கழகப் பொதுச் செயலாளர் திரு. ஆனந்த் அவர்களுக்கும், மாநில நிர்வாகிகளுக்கும், ஈரோடு மாநகர் மாவட்டக் கழகச் செயலாளர் திரு. M.பாலாஜி https://t.co/WA5qee6wqi, ஈரோடு கிழக்கு மாவட்டக் கழகச் செயலாளர் திரு. M.வெங்கடேஷ் B.E., MBA, ஈரோடு மேற்கு மாவட்டக் கழகச் செயலாளர் திரு. A.பிரதீப்குமார் DCE ஆகியோருக்கும் கழகத்தின் அனைத்து நிர்வாகிகளுக்கும், தன்னார்வலர்களுக்கும் போக்குவரத்து மற்றும் பாதுகாப்பு உள்ளிட்டவற்றைச் சிறப்பாக ஏற்பாடு செய்திருந்த காவல் துறைக்கும் எனது மனமார்ந்த நன்றியினைத் தெரிவித்துக்கொள்கிறேன்.

மீண்டும் சந்திப்போம்!
வெற்றி நிச்சயம்!",ta,False,,4456,11808,420,109,142875,1752702274466680832,TVK Vijay,TVKVijayHQ,"தலைவர், தமிழக வெற்றிக் கழகம்  - த.வெ.க |
President, Tamilaga Vettri Kazhagam - TVK",Tamilnadu,False,True,623279,1,237,[],['http://B.Com'],N/A
2001564672009621732,Thu Dec 18 08:06:19 +0000 2025,Someone is crying a lot today😅 https://t.co/DLXWGuJA0t,en,False,False,386,1311,66,52,38649,1290622571910590466,DMK Student Wing,dmk_studentwing,Official Page of DMK Student Wing | தி.மு.க மாணவர் அணி | #DravidianStock | #SocialJustice,Anna Arivalayam,False,True,6880,183,5788,[],[],N/A
2001493875828101184,Thu Dec 18 03:25:00 +0000 2025,"ஏழை எளிய மாணவர்களுக்கும் விஞ்ஞானபூர்வ கல்வி கிடைக்க புரட்சித்தலைவி அம்மா அவர்களால் கொண்டுவரப்பட்ட விலையில்லா மடிக்கணினி வழங்கும் திட்டத்தை,

கடந்த நான்கு ஆண்டுகாலமாக விடியா திமுக அரசு நிறுத்தியுள்ளது.
தேர்தல் நெருங்குவதால் கல்லூரி மாணவர்களுக்கு மட்டும் லேப்டாப் தருவதாக தற்போது அறிவித்துள்ளனர்.

நிச்சயமாக, மீண்டும் அஇஅதிமுக ஆட்சி மலர்ந்ததும் மாணவர்களுக்கு லேப்டாப் வழங்கும் திட்டம் தொடரும்.

மாண்புமிகு கழகப் பொதுச் செயலாளர் புரட்சித் தமிழர் @EPSTamilNadu அவர்கள்

#EPSfor2026
#WhereIsOurLaptop",ta,False,False,203,312,46,17,2724,923849866861715456,AIADMK IT WING - SayYesToWomenSafety&AIADMK,AIADMKITWINGOFL,Official Twitter page of AIADMK IT Wing. News and updates from AIADMK.,"Chennai, India",False,True,159570,40,22220,"['EPSfor2026', 'WhereIsOurLaptop']",[],N/A
2001557918521659855,Thu Dec 18 07:39:29 +0000 2025,"Vijay thanks people of Tamil Nadu in mega Erode rally
#Vijay #TamilNadu #Erode #News https://t.co/biI7Qnfbow",en,False,False,970,2868,14,3,23698,19897138,IndiaToday,IndiaToday,"Brings you news breaks: Exclusive political, entertainment, sports insight, unbiased-nonaligned. https://t.co/4QkZBcgPH5| https://t.co/pmDGIBbj9z",India,False,True,6008004,99,1430800,"['Vijay', 'TamilNadu', 'Erode', 'News']",[],N/A
2001334929561653302,Wed Dec 17 16:53:24 +0000 2025,"மாண்புமிகு கழகப் பொதுச்செயலாளர் புரட்சித்தமிழர் @EPSTamilNadu அவர்களின் ஆணைக்கிணங்க ,

11,12 ஆம் வகுப்பு மாணவர்களுக்கும்,
விடுபட்ட அனைத்து கல்லூரி மாணவர்களுக்கும் 
 மடிக்கணினி வழங்கக்கோரி @admkstudentwing  சார்பில் மாபெரும் கண்டன ஆர்பாட்டம் இன்று நடைபெற்றது.

#WhereIsOurLaptop https://t.co/4E1hYDqDfn",ta,False,False,352,576,33,25,3166,923849866861715456,AIADMK IT WING - SayYesToWomenSafety&AIADMK,AIADMKITWINGOFL,Official Twitter page of AIADMK IT Wing. News and updates from AIADMK.,"Chennai, India",False,True,159570,40,22220,['WhereIsOurLaptop'],[],N/A
